Gene	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
YALI0_E01474g	4952.CAG83567	3.06E-211	587	KOG0264@1|root,KOG0264@2759|Eukaryota,38E9H@33154|Opisthokonta,3NV7T@4751|Fungi,3QJIU@4890|Ascomycota,3RTD1@4891|Saccharomycetes	4891|Saccharomycetes	B	Histone acetyltransferase type B subunit 2	HAT2	GO:0000123,GO:0000302,GO:0001558,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0006325,GO:0006333,GO:0006342,GO:0006348,GO:0006355,GO:0006464,GO:0006473,GO:0006475,GO:0006807,GO:0006950,GO:0006974,GO:0006979,GO:0006996,GO:0008150,GO:0008152,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010468,GO:0010556,GO:0010558,GO:0010570,GO:0010605,GO:0010629,GO:0016043,GO:0016458,GO:0016569,GO:0016570,GO:0016573,GO:0018193,GO:0018205,GO:0018393,GO:0018394,GO:0019219,GO:0019222,GO:0019538,GO:0030308,GO:0031248,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031974,GO:0031981,GO:0032991,GO:0033554,GO:0034599,GO:0034614,GO:0036211,GO:0040008,GO:0040029,GO:0042221,GO:0042393,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043412,GO:0043543,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044451,GO:0044464,GO:0045814,GO:0045892,GO:0045926,GO:0045934,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051128,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0051276,GO:0051716,GO:0060255,GO:0060258,GO:0065007,GO:0070013,GO:0070784,GO:0070785,GO:0070887,GO:0071704,GO:0071840,GO:0080090,GO:1900428,GO:1900429,GO:1901564,GO:1901700,GO:1901701,GO:1902493,GO:1902494,GO:1902679,GO:1903506,GO:1903507,GO:1990234,GO:2000112,GO:2000113,GO:2000220,GO:2000221,GO:2001141	-	ko:K10752	ko04218,map04218	-	-	-	ko00000,ko00001,ko03036	-	-	-	ANAPC4_WD40,CAF1C_H4-bd,WD40
YALI0_E01650g	4952.CAG83574	8.46E-113	331	COG1902@1|root,KOG0134@2759|Eukaryota,38EN0@33154|Opisthokonta,3NUI7@4751|Fungi,3QN2G@4890|Ascomycota,3RSN2@4891|Saccharomycetes	4891|Saccharomycetes	C	to uniprot Q03558 Saccharomyces cerevisiae YHR179w OYE2 NADPH dehydrogenase or uniprot P41816 Saccharomyces cerevisiae YPL171c OYE3	-	-	1.6.99.1	ko:K00354	-	-	R00282	RC00001	ko00000,ko01000	-	-	-	Oxidored_FMN
YALI0_E02288g	4952.CAG83594	4.69E-217	605	KOG1339@1|root,KOG1339@2759|Eukaryota,38H0T@33154|Opisthokonta,3NXPH@4751|Fungi,3QPMT@4890|Ascomycota,3RWAT@4891|Saccharomycetes	4952.CAG83594|-	O	Belongs to the peptidase A1 family	-	-	-	-	-	-	-	-	-	-	-	-	-
YALI0_E02354g	4952.CAG83598	5.81E-247	689	28KY6@1|root,2QTEW@2759|Eukaryota,38NXD@33154|Opisthokonta,3NZ3A@4751|Fungi,3QJWW@4890|Ascomycota,3RS4B@4891|Saccharomycetes	4891|Saccharomycetes	S	to Saccharomyces cerevisiae MID1 (YNL291C)	MID1	GO:0003674,GO:0005215,GO:0005216,GO:0005261,GO:0005262,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0006816,GO:0006873,GO:0006874,GO:0006875,GO:0007204,GO:0008150,GO:0008324,GO:0008381,GO:0009987,GO:0012505,GO:0015075,GO:0015085,GO:0015267,GO:0015275,GO:0015318,GO:0016020,GO:0019725,GO:0022803,GO:0022836,GO:0022838,GO:0022839,GO:0022857,GO:0022890,GO:0030001,GO:0030003,GO:0034220,GO:0042592,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464,GO:0046873,GO:0048878,GO:0050801,GO:0051179,GO:0051234,GO:0051480,GO:0051641,GO:0051649,GO:0055065,GO:0055074,GO:0055080,GO:0055082,GO:0055085,GO:0060401,GO:0060402,GO:0065007,GO:0065008,GO:0070509,GO:0070588,GO:0070838,GO:0071944,GO:0072503,GO:0072507,GO:0072511,GO:0097553,GO:0098655,GO:0098657,GO:0098659,GO:0098660,GO:0098662,GO:0098703,GO:0098739,GO:0098771,GO:0099587,GO:0140135,GO:1902656	-	ko:K08284	-	-	-	-	ko00000,ko02000	8.A.41.1	-	-	Mid1
YALI0_E03102g	4952.CAG83626	2.91E-230	634	KOG0643@1|root,KOG0643@2759|Eukaryota,38D40@33154|Opisthokonta,3NV6H@4751|Fungi,3QKUY@4890|Ascomycota,3RTYX@4891|Saccharomycetes	4891|Saccharomycetes	J	component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis of a specialized repertoire of mRNAs and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome. The eIF-3 complex specifically targets and initiates translation of a subset of mRNAs involved in cell proliferation	TIF34	GO:0002181,GO:0002183,GO:0002188,GO:0003674,GO:0003676,GO:0003723,GO:0003743,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005852,GO:0006412,GO:0006413,GO:0006518,GO:0006807,GO:0008135,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0010494,GO:0019538,GO:0032991,GO:0034641,GO:0034645,GO:0035690,GO:0035770,GO:0036464,GO:0042221,GO:0042493,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043614,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0050896,GO:0051716,GO:0070887,GO:0071704,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K03246	ko03013,map03013	-	-	-	ko00000,ko00001,ko03012	-	-	-	ANAPC4_WD40,WD40
YALI0_E03234g	4952.CAG83637	1.72E-55	181	COG4690@1|root,KOG2826@2759|Eukaryota,39RNU@33154|Opisthokonta,3NV59@4751|Fungi,3QJIR@4890|Ascomycota,3RRW4@4891|Saccharomycetes	4891|Saccharomycetes	Z	Functions as actin-binding component of the Arp2 3 complex which is involved in regulation of actin polymerization and together with an activating nucleation-promoting factor (NPF) mediates the formation of branched actin networks	ARC35	GO:0000001,GO:0000226,GO:0003674,GO:0003779,GO:0005198,GO:0005200,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005856,GO:0005885,GO:0006810,GO:0006897,GO:0006898,GO:0006996,GO:0007005,GO:0007010,GO:0007015,GO:0007017,GO:0008064,GO:0008092,GO:0008150,GO:0009987,GO:0010638,GO:0015629,GO:0016043,GO:0016192,GO:0030029,GO:0030036,GO:0030832,GO:0030833,GO:0030838,GO:0031334,GO:0032271,GO:0032273,GO:0032535,GO:0032956,GO:0032970,GO:0032991,GO:0033043,GO:0034314,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043254,GO:0044087,GO:0044089,GO:0044422,GO:0044424,GO:0044430,GO:0044444,GO:0044446,GO:0044464,GO:0044877,GO:0045010,GO:0048308,GO:0048311,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051015,GO:0051128,GO:0051130,GO:0051179,GO:0051234,GO:0051493,GO:0051495,GO:0051640,GO:0051641,GO:0051646,GO:0065007,GO:0065008,GO:0071840,GO:0090066,GO:0097435,GO:0098657,GO:0110053,GO:1902903,GO:1902905	-	ko:K05758	ko04144,ko04666,ko04810,ko05100,ko05130,ko05131,ko05132,map04144,map04666,map04810,map05100,map05130,map05131,map05132	-	-	-	ko00000,ko00001,ko04131,ko04812	-	-	-	P34-Arc
YALI0_E03344g	4952.CAG83641	7.64E-75	238	COG0531@1|root,KOG1289@2759|Eukaryota,38FDM@33154|Opisthokonta,3NU3Y@4751|Fungi,3QN8H@4890|Ascomycota,3RRZP@4891|Saccharomycetes	4891|Saccharomycetes	E	GABA transport protein involved in the utilization of GABA as a nitrogen source	UGA4	GO:0000322,GO:0000323,GO:0000324,GO:0000329,GO:0003333,GO:0003674,GO:0005215,GO:0005280,GO:0005326,GO:0005342,GO:0005416,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0005774,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006812,GO:0006820,GO:0006836,GO:0006865,GO:0008028,GO:0008150,GO:0008324,GO:0008509,GO:0008514,GO:0008519,GO:0015075,GO:0015077,GO:0015078,GO:0015101,GO:0015171,GO:0015179,GO:0015185,GO:0015203,GO:0015291,GO:0015293,GO:0015294,GO:0015295,GO:0015297,GO:0015318,GO:0015355,GO:0015489,GO:0015495,GO:0015672,GO:0015695,GO:0015696,GO:0015711,GO:0015718,GO:0015807,GO:0015812,GO:0015846,GO:0015847,GO:0015849,GO:0016020,GO:0016021,GO:0022804,GO:0022857,GO:0022890,GO:0031090,GO:0031224,GO:0031226,GO:0034220,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044437,GO:0044444,GO:0044446,GO:0044459,GO:0044464,GO:0046942,GO:0046943,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0072488,GO:0098588,GO:0098655,GO:0098656,GO:0098660,GO:0098662,GO:0098805,GO:0098852,GO:1902047,GO:1902475,GO:1902600,GO:1903825,GO:1905039	-	-	-	-	-	-	-	-	-	iMM904.YDL210W,iND750.YDL210W	AA_permease_2
YALI0_E04532g	4952.CAG83692	4.12E-72	227	COG0672@1|root,2QQ3X@2759|Eukaryota,39TSP@33154|Opisthokonta,3Q2ZK@4751|Fungi,3RK11@4890|Ascomycota,3RR18@4891|Saccharomycetes	4891|Saccharomycetes	P	to Saccharomyces cerevisiae FTH1 (YBR207W)	FTH2	-	-	ko:K07243	-	-	-	-	ko00000,ko02000	2.A.108.1,2.A.108.2	-	-	FTR1
YALI0_E04598g	4952.CAG83695	4.81E-190	529	KOG1639@1|root,KOG1639@2759|Eukaryota,38FVN@33154|Opisthokonta,3NXAI@4751|Fungi,3QS0B@4890|Ascomycota,3RSWT@4891|Saccharomycetes	4891|Saccharomycetes	I	to Saccharomyces cerevisiae TSC13 (YDL015C)	TSC13	GO:0000038,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005783,GO:0005789,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009987,GO:0012505,GO:0016020,GO:0016021,GO:0016053,GO:0016491,GO:0019752,GO:0031224,GO:0031984,GO:0032787,GO:0042175,GO:0042761,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0046394,GO:0055114,GO:0071704,GO:0072330,GO:0098827,GO:1901576	1.3.1.93	ko:K10258	ko00062,ko01040,ko01110,ko01212,map00062,map01040,map01110,map01212	M00415	R07761,R09449,R10828	RC00052,RC00120	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	Steroid_dh
YALI0_E05005g	4952.CAG83709	1.82E-208	595	COG0147@1|root,KOG1224@2759|Eukaryota,38EFT@33154|Opisthokonta,3NU85@4751|Fungi,3QMKG@4890|Ascomycota,3RTS6@4891|Saccharomycetes	4891|Saccharomycetes	J	to Saccharomyces cerevisiae ABZ1 (YNR033W)	ABZ1	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006575,GO:0006725,GO:0006732,GO:0006760,GO:0006807,GO:0008150,GO:0008152,GO:0008153,GO:0008483,GO:0008652,GO:0009058,GO:0009072,GO:0009073,GO:0009108,GO:0009396,GO:0009987,GO:0016053,GO:0016740,GO:0016769,GO:0018130,GO:0019438,GO:0019752,GO:0032787,GO:0034641,GO:0042398,GO:0042537,GO:0042558,GO:0042559,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0046482,GO:0046483,GO:0046653,GO:0046654,GO:0046820,GO:0051186,GO:0051188,GO:0071704,GO:0072330,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	2.6.1.85	ko:K13950	ko00790,map00790	-	R01716	RC00010,RC01418	ko00000,ko00001,ko01000	-	-	-	Anth_synt_I_N,Chorismate_bind,GATase
YALI0_E06765g	4952.CAG83786	1.01E-216	610	KOG3689@1|root,KOG3689@2759|Eukaryota,38EXP@33154|Opisthokonta,3NU2P@4751|Fungi,3QJBR@4890|Ascomycota,3RRU3@4891|Saccharomycetes	4891|Saccharomycetes	T	phosphodiesterase	PDE2	-	3.1.4.17	ko:K01120	ko00230,map00230	-	R00191,R01234	RC00296	ko00000,ko00001,ko01000	-	-	-	PDEase_I
YALI0_E07315g	4952.CAG83802	1.86E-271	769	COG0417@1|root,KOG0969@2759|Eukaryota,38DSD@33154|Opisthokonta,3NUXQ@4751|Fungi,3QMIE@4890|Ascomycota,3RTAV@4891|Saccharomycetes	4891|Saccharomycetes	L	DNA Polymerase	POL3	GO:0000228,GO:0003674,GO:0003824,GO:0003887,GO:0004518,GO:0004527,GO:0004529,GO:0004536,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005657,GO:0005694,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006271,GO:0006273,GO:0006278,GO:0006281,GO:0006284,GO:0006287,GO:0006289,GO:0006297,GO:0006401,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0008296,GO:0008408,GO:0009056,GO:0009057,GO:0009058,GO:0009059,GO:0009987,GO:0016070,GO:0016740,GO:0016772,GO:0016779,GO:0016787,GO:0016788,GO:0016796,GO:0016895,GO:0018130,GO:0019438,GO:0019439,GO:0022616,GO:0030894,GO:0031974,GO:0031981,GO:0032991,GO:0032993,GO:0033554,GO:0033567,GO:0034061,GO:0034641,GO:0034645,GO:0034654,GO:0034655,GO:0042575,GO:0043137,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043596,GO:0043601,GO:0043625,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044260,GO:0044265,GO:0044270,GO:0044271,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044454,GO:0044464,GO:0045004,GO:0045005,GO:0046483,GO:0046700,GO:0050896,GO:0051716,GO:0061695,GO:0070013,GO:0071704,GO:0071897,GO:0090304,GO:0090305,GO:0140097,GO:1901360,GO:1901361,GO:1901362,GO:1901575,GO:1901576,GO:1902494,GO:1990234	2.7.7.7	ko:K02327	ko00230,ko00240,ko01100,ko03030,ko03410,ko03420,ko03430,ko03440,ko05166,map00230,map00240,map01100,map03030,map03410,map03420,map03430,map03440,map05166	M00262	R00375,R00376,R00377,R00378	RC02795	ko00000,ko00001,ko00002,ko01000,ko03032,ko03400	-	-	-	DNA_pol_B,DNA_pol_B_exo1,zf-C4pol
YALI0_E08602g	4952.CAG83853	1.67E-176	511	COG0339@1|root,KOG2090@2759|Eukaryota,38FWV@33154|Opisthokonta,3NU5K@4751|Fungi,3QJCC@4890|Ascomycota,3RRWA@4891|Saccharomycetes	4891|Saccharomycetes	O	Cleaves proteins, imported into the mitochondrion, to their mature size. While most mitochondrial precursor proteins are processed to the mature form in one step by mitochondrial processing peptidase (MPP), the sequential cleavage by MIP of an octapeptide after initial processing by MPP is a required step for a subgroup of nuclear-encoded precursor proteins destined for the matrix or the inner membrane (By similarity)	OCT1	GO:0003674,GO:0003824,GO:0004175,GO:0004222,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005759,GO:0006508,GO:0006518,GO:0006605,GO:0006626,GO:0006627,GO:0006807,GO:0006810,GO:0006839,GO:0006873,GO:0006875,GO:0006879,GO:0006886,GO:0006996,GO:0007005,GO:0008104,GO:0008150,GO:0008152,GO:0008233,GO:0008237,GO:0009987,GO:0010467,GO:0015031,GO:0015833,GO:0016043,GO:0016485,GO:0016787,GO:0019538,GO:0019725,GO:0030003,GO:0031647,GO:0031974,GO:0033036,GO:0033365,GO:0034613,GO:0034641,GO:0034982,GO:0042592,GO:0042886,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043603,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0045184,GO:0046907,GO:0046916,GO:0048878,GO:0050801,GO:0050821,GO:0051179,GO:0051234,GO:0051604,GO:0051641,GO:0051649,GO:0055065,GO:0055072,GO:0055076,GO:0055080,GO:0055082,GO:0065007,GO:0065008,GO:0070011,GO:0070013,GO:0070585,GO:0070727,GO:0071702,GO:0071704,GO:0071705,GO:0071840,GO:0072594,GO:0072655,GO:0098771,GO:0140096,GO:1901564	3.4.24.59	ko:K01410	-	-	-	-	ko00000,ko01000,ko01002,ko03029	-	-	-	Peptidase_M3
YALI0_E08617g	4952.CAG83855	5.1E-233	644	COG0285@1|root,KOG2525@2759|Eukaryota,39R8D@33154|Opisthokonta,3NU4B@4751|Fungi,3QN11@4890|Ascomycota,3RSYZ@4891|Saccharomycetes	4891|Saccharomycetes	H	Belongs to the folylpolyglutamate synthase family	FOL3	GO:0003674,GO:0003824,GO:0004326,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0006082,GO:0006575,GO:0006725,GO:0006732,GO:0006760,GO:0006761,GO:0006807,GO:0008150,GO:0008152,GO:0008841,GO:0009058,GO:0009108,GO:0009396,GO:0009987,GO:0016053,GO:0016874,GO:0016879,GO:0016881,GO:0018130,GO:0019438,GO:0019752,GO:0034641,GO:0042398,GO:0042558,GO:0042559,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0043603,GO:0043604,GO:0043648,GO:0043650,GO:0044237,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046452,GO:0046483,GO:0046900,GO:0046901,GO:0051186,GO:0051188,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	6.3.2.12	ko:K20457	ko00790,ko01100,map00790,map01100	M00126	R02237	RC00064,RC00162	ko00000,ko00001,ko00002,ko01000	-	-	-	Mur_ligase_C,Mur_ligase_M
YALI0_E08822g	4952.CAG83864	2.82E-265	728	KOG2149@1|root,KOG2149@2759|Eukaryota,38JUN@33154|Opisthokonta,3NZQK@4751|Fungi,3QP2Y@4890|Ascomycota,3RU0A@4891|Saccharomycetes	4891|Saccharomycetes	S	Component of the RIX1 complex required for processing of ITS2 sequences from 35S pre-rRNA	IPI1	GO:0000027,GO:0000463,GO:0000470,GO:0003674,GO:0003682,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006267,GO:0006275,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0006996,GO:0007049,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009987,GO:0010467,GO:0010556,GO:0016043,GO:0016070,GO:0016072,GO:0019219,GO:0019222,GO:0022402,GO:0022607,GO:0022613,GO:0022618,GO:0030174,GO:0030684,GO:0030687,GO:0031323,GO:0031326,GO:0031974,GO:0031981,GO:0032991,GO:0033260,GO:0034470,GO:0034622,GO:0034641,GO:0034645,GO:0034660,GO:0036388,GO:0042254,GO:0042255,GO:0042273,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0044786,GO:0046483,GO:0050789,GO:0050794,GO:0051052,GO:0051171,GO:0060255,GO:0065003,GO:0065004,GO:0065007,GO:0070013,GO:0070925,GO:0071704,GO:0071824,GO:0071826,GO:0071840,GO:0080090,GO:0090304,GO:0090329,GO:0097344,GO:1901360,GO:1901576,GO:1902299,GO:1990904,GO:2000112	-	ko:K14827	-	-	-	-	ko00000,ko03009	-	-	-	Ipi1_N
YALI0_E09108g	4952.CAG83877	3.82E-84	257	KOG2846@1|root,KOG2846@2759|Eukaryota,39T6G@33154|Opisthokonta,3NXWE@4751|Fungi,3QR3Q@4890|Ascomycota,3RXJ2@4891|Saccharomycetes	4891|Saccharomycetes	S	Predicted integral membrane zinc-ribbon metal-binding protein	-	-	-	-	-	-	-	-	-	-	-	-	zinc_ribbon_10
YALI0_E09130g	4952.CAG78494	1.13E-18	88.2	KOG0254@1|root,KOG0254@2759|Eukaryota,38CRV@33154|Opisthokonta,3NUD0@4751|Fungi,3QK1D@4890|Ascomycota,3RT34@4891|Saccharomycetes	4891|Saccharomycetes	U	Transporter, member of the ARN family of transporters that specifically recognize siderophore-iron chelates responsible for uptake of iron bound to	-	-	-	-	-	-	-	-	-	-	-	-	MFS_1
YALI0_E09284g	4952.CAG83882	2.88E-84	255	KOG0749@1|root,KOG0749@2759|Eukaryota,38B82@33154|Opisthokonta,3NWSK@4751|Fungi,3QJEA@4890|Ascomycota,3RRAG@4891|Saccharomycetes	4891|Saccharomycetes	C	Belongs to the mitochondrial carrier (TC 2.A.29) family	PET9	GO:0000295,GO:0003674,GO:0005215,GO:0005346,GO:0005347,GO:0005471,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0006091,GO:0006810,GO:0006811,GO:0006820,GO:0006839,GO:0006855,GO:0006862,GO:0006915,GO:0006996,GO:0007005,GO:0007006,GO:0008150,GO:0008152,GO:0008219,GO:0008509,GO:0008514,GO:0009060,GO:0009061,GO:0009987,GO:0012501,GO:0015075,GO:0015215,GO:0015216,GO:0015217,GO:0015238,GO:0015291,GO:0015297,GO:0015301,GO:0015605,GO:0015711,GO:0015748,GO:0015865,GO:0015866,GO:0015867,GO:0015868,GO:0015886,GO:0015893,GO:0015931,GO:0015932,GO:0015980,GO:0016020,GO:0016021,GO:0016043,GO:0019866,GO:0022804,GO:0022857,GO:0031090,GO:0031224,GO:0031966,GO:0031967,GO:0031975,GO:0034220,GO:0042221,GO:0042493,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044422,GO:0044424,GO:0044425,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0045333,GO:0046902,GO:0050896,GO:0051179,GO:0051181,GO:0051234,GO:0051503,GO:0055085,GO:0055114,GO:0061024,GO:0065007,GO:0065008,GO:0071702,GO:0071705,GO:0071840,GO:0090559,GO:0098656,GO:0099516,GO:1901264,GO:1901505,GO:1901678,GO:1901679	-	ko:K05863	ko04020,ko04022,ko04217,ko04218,ko05012,ko05016,ko05166,map04020,map04022,map04217,map04218,map05012,map05016,map05166	-	-	-	ko00000,ko00001,ko02000,ko03029	2.A.29.1	-	iMM904.YBR085W,iND750.YBR085W	Mito_carr
YALI0_E10307g	4952.CAG83933	1.67E-55	185	COG0513@1|root,KOG0330@2759|Eukaryota,38BAD@33154|Opisthokonta,3NUFI@4751|Fungi,3QKB6@4890|Ascomycota,3RTB9@4891|Saccharomycetes	4891|Saccharomycetes	A	ATP-dependent rRNA helicase required for pre-ribosomal RNA processing. Involved in the maturation of the 35S-pre-rRNA and to its cleavage to mature 18S rRNA	RRP3	GO:0000462,GO:0003674,GO:0003724,GO:0003824,GO:0004004,GO:0004386,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005730,GO:0005737,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008026,GO:0008150,GO:0008152,GO:0008186,GO:0009987,GO:0010467,GO:0010501,GO:0016070,GO:0016072,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0022613,GO:0030490,GO:0031974,GO:0031981,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0042274,GO:0042623,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044085,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0046483,GO:0070013,GO:0070035,GO:0071704,GO:0071840,GO:0090304,GO:0140098,GO:1901360	3.6.4.13	ko:K14777	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	DEAD,Helicase_C
YALI0_E11429g	4952.CAG83970	0	1134	KOG3770@1|root,KOG3770@2759|Eukaryota,38DAR@33154|Opisthokonta,3NWV9@4751|Fungi,3QQTC@4890|Ascomycota,3RR3I@4891|Saccharomycetes	4891|Saccharomycetes	I	sphingomyelin phosphodiesterase	-	-	3.1.4.12	ko:K01117	ko00600,ko01100,map00600,map01100	-	R02541	RC00017,RC00425	ko00000,ko00001,ko01000	-	-	-	Metallophos
YALI0_E12045g	4952.CAG83987	4.63E-77	238	2C4RI@1|root,2S0C3@2759|Eukaryota,39V34@33154|Opisthokonta,3NU47@4751|Fungi,3QNN0@4890|Ascomycota,3RVAR@4891|Saccharomycetes	4891|Saccharomycetes	S	PH domain	-	-	-	-	-	-	-	-	-	-	-	-	PH
YALI0_E12221g	4952.CAG83993	0	1222	KOG4711@1|root,KOG4711@2759|Eukaryota,39GPN@33154|Opisthokonta,3NZW9@4751|Fungi,3QUEP@4890|Ascomycota,3RW14@4891|Saccharomycetes	4891|Saccharomycetes	S	Aromatic acid exporter family member 2	-	-	-	-	-	-	-	-	-	-	-	-	ArAE_2,ArAE_2_N,FUSC_2
